Iteration	Posterior	Likelihood	Prior	clado_fission_pr	clado_fusion_pr	clado_no_change_pr	clado_polyploid_pr	clado_type[1]	clado_type[2]	clado_type[3]	clado_type[4]	clado_type[5]	delta	gamma	rho
6430	-62.18768	-68.88991	6.702226	0.02372	0.02027513	0.301478	0.1495635	0.609001	0.0479156	0.0409568	0.302126	0	0.04230842	0.3874935	0.01674846
6440	-64.3042	-72.96734	8.663143	0.05741708	0.03891824	0.1327543	0.2705217	0.265715	0.114923	0.077897	0.541464	0	0.09188146	0.1441088	0.009893665
6450	-61.23073	-68.11788	6.887156	0.011009	0.03026561	0.3282148	0.248123	0.531425	0.0178251	0.0490042	0.401746	0	0.07377576	0.2187923	0.01291344
6460	-59.07143	-69.08456	10.01313	0.009007	0.02926784	0.1582059	0.1460528	0.46187	0.0262952	0.0854452	0.42639	0	0.07499887	0.1644595	0.02850516
6470	-59.54608	-68.74762	9.201541	0.04297638	0.01565499	0.1299505	0.1471664	0.387047	0.128002	0.0466272	0.438324	0	0.06953358	0.2552571	0.03111646
6480	-60.27996	-67.59545	7.315497	0.0456689	0.02086978	0.2251243	0.2099828	0.448771	0.0910382	0.0416026	0.418588	0	0.0586199	0.2681211	0.05187307
6490	-61.4596	-69.58974	8.130136	0.07240462	0.008969946	0.1426742	0.1914299	0.343397	0.174268	0.0215894	0.460745	0	0.05003987	0.1738155	0.1594619
6500	-64.17377	-70.44465	6.270873	0.08302857	0.005253015	0.1082733	0.1829628	0.285292	0.218774	0.0138413	0.482093	0	0.0862962	0.3759879	0.1429205
6510	-65.60702	-69.53428	3.927267	0.02372868	0.003483256	0.366051	0.1682016	0.651957	0.0422621	0.00620388	0.299577	0	0.2642839	0.2689411	0.1243933
6520	-69.20738	-70.84058	1.633205	0.05884198	0.00369997	0.3894609	0.1478648	0.649245	0.0980916	0.00616798	0.246496	0	0.2452567	0.5047254	0.09863941
6530	-61.82822	-69.08909	7.260872	0.01954578	0.004918962	0.1986695	0.1002724	0.614303	0.0604371	0.0152098	0.31005	0	0.2117074	0.2392609	0.1113474
6540	-57.53557	-68.17097	10.6354	0.02167205	0.01038387	0.1070289	0.1049462	0.438587	0.0888086	0.0425514	0.430053	0	0.05340523	0.1844587	0.06637426
6550	-60.29617	-68.81337	8.517198	0.01101872	0.01205715	0.03150993	0.2210407	0.114321	0.039977	0.0437445	0.801957	0	0.09858177	0.2852915	0.1005899
6560	-60.75448	-68.20611	7.451631	0.01988346	0.01160827	0.06365583	0.3013332	0.160552	0.0501499	0.0292783	0.76002	0	0.07125544	0.307257	0.09165334
6570	-59.30915	-66.97446	7.665303	0.005156644	0.01263712	0.3092268	0.2659147	0.521519	0.00869681	0.0213128	0.448472	0	0.03159045	0.1671455	0.05360798
6580	-59.21385	-67.11262	7.898777	0.006924036	0.005301917	0.157475	0.1639121	0.472029	0.0207547	0.0158924	0.491324	0	0.01779464	0.2770736	0.1934506
6590	-60.01367	-66.5637	6.550034	0.02001552	0.002049498	0.3326892	0.2140393	0.584903	0.0351894	0.00360324	0.376304	0	0.04889838	0.1976827	0.1414315
6600	-57.52703	-67.61157	10.08454	0.01359862	0.002942885	0.2006771	0.1005801	0.63146	0.04279	0.00926022	0.31649	0	0.03681808	0.1921605	0.05657815
6610	-64.62534	-67.41026	2.784923	0.01165972	0.01660542	0.5629019	0.3119413	0.623294	0.0129107	0.018387	0.345409	0	0.1115938	0.2871065	0.03150857
6620	-60.37842	-66.93055	6.552137	0.01194779	0.007334145	0.1658345	0.2234036	0.40594	0.0292465	0.017953	0.546861	0	0.1245643	0.361753	0.06175852
6630	-58.5134	-68.37458	9.861174	0.007151553	0.03410016	0.1202353	0.1674611	0.365515	0.0217407	0.103664	0.509081	0	0.05370647	0.1983363	0.0447012
6640	-62.02291	-67.11849	5.095576	0.007231008	0.02925823	0.4895348	0.2499209	0.630889	0.00931897	0.0377066	0.322086	0	0.02319868	0.2446524	0.0584559
6650	-62.53267	-68.99491	6.462234	0.003870848	0.1051865	0.1931921	0.304711	0.318294	0.00637743	0.1733	0.502028	0	0.02531944	0.3091439	0.02416242
6660	-60.91606	-67.14841	6.232353	0.008404186	0.04496286	0.3326154	0.2955384	0.488049	0.0123315	0.0659743	0.433645	0	0.02984656	0.2545445	0.02266241
6670	-59.81753	-68.9743	9.156766	0.01861406	0.01955532	0.1659618	0.2696763	0.350273	0.0392861	0.0412727	0.569169	0	0.008269005	0.1942977	0.01975881
6680	-57.89709	-68.09152	10.19443	0.01627262	0.01204125	0.07438983	0.06855323	0.434376	0.0950188	0.070311	0.400295	0	0.03869781	0.3310231	0.05138843
6690	-59.02314	-67.85628	8.833145	0.01589492	0.004327948	0.1139093	0.1300318	0.431207	0.0601706	0.0163836	0.492239	0	0.1424285	0.2283596	0.09354307
6700	-61.86087	-67.64669	5.785814	0.04848191	0.01130738	0.3648595	0.2117067	0.573358	0.0761868	0.017769	0.332686	0	0.0866099	0.2020957	0.1081671
6710	-61.97896	-66.83147	4.852506	0.006664923	0.05860536	0.3452627	0.2885335	0.493891	0.00953403	0.0838337	0.412741	0	0.03449862	0.3366173	0.05637649
6720	-64.104	-67.71077	3.606775	0.02391282	0.03781527	0.4032673	0.2635403	0.553531	0.0328231	0.0519059	0.36174	0	0.1247061	0.2362634	0.1616268
6730	-62.27615	-70.43311	8.15696	0.09313966	0.008611169	0.2116636	0.0796145	0.538545	0.236979	0.0219098	0.202567	0	0.06738391	0.08645843	0.2492423
6740	-64.57897	-69.01821	4.439243	0.08221679	0.002246763	0.4466836	0.06435235	0.750099	0.138064	0.0037729	0.108064	0	0.03451382	0.1913231	0.3465489
6750	-62.05927	-70.37152	8.312257	0.0347081	0.007758716	0.2434209	0.0138791	0.812034	0.115784	0.0258825	0.0462997	0	0.05362733	0.2257722	0.2014175
6760	-65.95256	-70.86048	4.907914	0.04020088	0.005122448	0.3354507	0.01843357	0.840291	0.100702	0.0128315	0.0461754	0	0.1304229	0.3707464	0.2206412
6770	-64.07082	-71.00154	6.930715	0.03081838	0.01245139	0.09690598	0.05891153	0.486751	0.154798	0.0625423	0.295908	0	0.2170754	0.2076494	0.294926
6780	-61.86315	-69.24526	7.382112	0.06812365	0.002194565	0.1717112	0.095493	0.50874	0.201834	0.00650198	0.282923	0	0.06004541	0.3533123	0.1227183
6790	-59.6374	-69.35137	9.713965	0.02380355	0.007142358	0.1726347	0.174391	0.45674	0.0629771	0.0188965	0.461386	0	0.08545574	0.1136414	0.06334426
6800	-60.15559	-70.85501	10.69942	0.04452438	0.0005356133	0.09341569	0.2092051	0.268682	0.128061	0.00154053	0.601716	0	0.03273205	0.1392184	0.02223604
6810	-57.35211	-69.16753	11.81542	0.01172773	0.003668271	0.07028782	0.1178969	0.345258	0.0576073	0.0180188	0.579116	0	0.05054913	0.1637163	0.01242101
6820	-58.52154	-68.82672	10.30518	0.003813656	0.004660257	0.06434689	0.03946904	0.573043	0.0339626	0.041502	0.351493	0	0.05260896	0.4093497	0.007043292
6830	-58.41894	-66.62138	8.202439	0.003194616	0.003183015	0.1163557	0.1585469	0.413665	0.0113574	0.0113162	0.563662	0	0.07248878	0.4201392	0.01765739
6840	-57.06092	-67.95951	10.89859	0.00122567	0.01822199	0.07607887	0.08489096	0.421682	0.00679352	0.100999	0.470525	0	0.03350767	0.2974149	0.01061052
6850	-59.26843	-70.4635	11.19508	0.001650277	0.02890135	0.1067896	0.08990938	0.46992	0.00726193	0.127178	0.39564	0	0.01741535	0.2449223	0.002713723
6860	-57.61026	-67.57843	9.968171	0.006427948	0.008317117	0.1250011	0.1236387	0.474595	0.0244052	0.0315778	0.469422	0	0.03403408	0.3118869	0.005686751
6870	-61.89392	-69.57113	7.677209	0.02423317	0.008875094	0.1092256	0.0795388	0.49229	0.109221	0.0400009	0.358489	0	0.1485048	0.4472131	0.02649813
6880	-60.47233	-68.58563	8.1133	0.007525806	0.002753959	0.3124444	0.3059383	0.496999	0.0119711	0.00438066	0.48665	0	0.02358371	0.1349841	0.01324922
6890	-58.14521	-69.97555	11.83033	0.01777428	0.004140871	0.1098175	0.1204767	0.435422	0.0704743	0.0164184	0.477685	0	0.01639754	0.1049407	0.05522871
6900	-57.06341	-67.01507	9.951662	0.008459451	0.0006225804	0.2076664	0.1577173	0.554567	0.0225907	0.00166258	0.42118	0	0.01732286	0.1782105	0.04664431
6910	-58.06627	-68.13306	10.06679	0.01289426	0.0004427365	0.1461433	0.2290161	0.376177	0.0331902	0.00113962	0.589494	0	0.008230249	0.1841803	0.02422342
6920	-56.95438	-66.14652	9.192147	0.01121386	9.373517e-05	0.1875542	0.1211913	0.58601	0.0350375	0.000292874	0.37866	0	0.03339364	0.2757251	0.06342309
6930	-58.02255	-68.84607	10.82352	0.01411485	0.00015614	0.1650169	0.0737569	0.652125	0.0557801	0.000617045	0.291478	0	0.06684209	0.1637463	0.0458245
6940	-56.61006	-68.52129	11.91122	0.01225687	0.0004887288	0.04864718	0.1012575	0.299091	0.0753572	0.00300478	0.622547	0	0.03069196	0.2059617	0.0213835
6950	-56.9182	-67.78573	10.86752	0.007958055	0.006116521	0.0902783	0.07497182	0.503435	0.0443779	0.0341086	0.418079	0	0.05031062	0.286437	0.008984869
6960	-57.58335	-68.92564	11.34229	0.01615423	0.003982315	0.07107152	0.09720876	0.377204	0.0857367	0.0211357	0.515924	0	0.06261436	0.2189223	0.007626886
6970	-57.68748	-68.30839	10.62091	0.008841803	0.005230734	0.09473377	0.1117686	0.429486	0.0400853	0.0237141	0.506715	0	0.07781757	0.2462735	0.005052358
6980	-61.84753	-71.51287	9.665338	0.001530602	0.002561247	0.1495094	0.0593872	0.70196	0.00718631	0.0120253	0.278828	0	0.205447	0.2148951	0.01194535
6990	-55.11315	-66.28566	11.17252	0.003492523	0.0008375399	0.09138122	0.09756499	0.472801	0.0180701	0.00433338	0.504796	0	0.04994895	0.2297111	0.02162161
7000	-56.89162	-67.73875	10.84713	0.01429275	0.002958437	0.08223269	0.09096722	0.431778	0.0750468	0.0155338	0.477641	0	0.08217249	0.2333285	0.02114487
7010	-55.15892	-66.59131	11.43239	0.003418169	0.00200449	0.0745609	0.07472246	0.481952	0.0220946	0.0129568	0.482996	0	0.06108999	0.1909242	0.06185023
7020	-59.18733	-69.98119	10.79386	0.008808663	0.004657584	0.123278	0.100913	0.518722	0.0370646	0.0195979	0.424616	0	0.1037804	0.06372663	0.1272594
7030	-65.4379	-70.44399	5.00609	0.005668421	0.1195452	0.291224	0.08839178	0.576876	0.0112284	0.236803	0.175092	0	0.0783909	0.3141399	0.2138404
7040	-59.91442	-68.18708	8.272659	0.02082487	0.02482282	0.2016121	0.1502431	0.507197	0.0523892	0.0624469	0.377967	0	0.09555025	0.1818095	0.109681
7050	-61.86411	-68.09964	6.235536	0.007906009	0.01647423	0.1642352	0.2765135	0.353096	0.0169975	0.0354186	0.594488	0	0.02079707	0.2804627	0.2218672
7060	-59.1657	-68.2988	9.133096	0.01890627	0.003887445	0.1169722	0.08837233	0.512725	0.082872	0.0170399	0.387363	0	0.005914289	0.3851027	0.07934472
7070	-62.68786	-69.25237	6.564511	0.09599829	0.01308949	0.3328124	0.2134591	0.507832	0.146482	0.019973	0.325713	0	0.01094164	0.1916734	0.09738413
7080	-63.00341	-68.90713	5.903716	0.02948057	0.01141586	0.34085	0.3761808	0.449713	0.0388963	0.0150619	0.496328	0	0.001538531	0.20284	0.05913224
7090	-64.52366	-69.83207	5.308404	0.01091596	0.01658888	0.3288144	0.4866007	0.39009	0.0129502	0.0196803	0.57728	0	0.0009256409	0.2241402	0.01298334
7100	-59.9906	-71.84654	11.85594	0.001869342	0.02411638	0.1143815	0.08410484	0.509558	0.00832773	0.107436	0.374678	0	0.0003250011	0.1700488	0.03136969
7110	-61.00391	-71.29232	10.28841	0.008144029	0.03160255	0.1214758	0.1712757	0.365343	0.0244935	0.0950458	0.515118	0	0.0003296384	0.2288516	0.02128941
7120	-62.00207	-69.60015	7.598081	0.02650032	0.0193793	0.2836096	0.2590966	0.481849	0.0450237	0.0329252	0.440202	0	0.0009137637	0.2006814	0.06182052
7130	-58.21177	-68.5482	10.33644	0.01044278	0.008148114	0.1508247	0.1621567	0.454877	0.0314947	0.0245742	0.489054	0	0.002682227	0.1984861	0.04542503
7140	-64.4766	-71.52229	7.045687	0.03905992	0.05870043	0.4248073	0.07330292	0.712919	0.065551	0.0985121	0.123018	0	0.008064536	0.1623641	0.1409417
7150	-64.38346	-70.0699	5.686448	0.09361914	0.008428033	0.3780721	0.1178959	0.632212	0.15655	0.0140933	0.197145	0	0.03019262	0.07874076	0.3362162
7160	-61.50511	-69.99337	8.488265	0.0597109	0.008996764	0.2503879	0.04015262	0.696978	0.166211	0.0250433	0.111768	0	0.0355495	0.1626603	0.205525
7170	-62.41758	-67.59824	5.180657	0.04106514	0.02521789	0.3114098	0.1944569	0.54428	0.0717734	0.0440757	0.339871	0	0.03260157	0.3410422	0.1479504
7180	-61.7681	-67.80696	6.038854	0.0498405	0.02432449	0.2993357	0.3174329	0.433234	0.072135	0.0352053	0.459426	0	0.06797716	0.196378	0.05263545
7190	-62.781	-69.27938	6.49838	0.0477672	0.01545078	0.1436139	0.4469777	0.219657	0.0730598	0.0236319	0.683651	0	0.05395281	0.2262818	0.0279274
7200	-61.36888	-70.27799	8.909111	0.0129186	0.01555778	0.09660494	0.2665083	0.246699	0.0329902	0.0397298	0.680581	0	0.112755	0.1230911	0.09346275
7210	-59.35167	-70.17746	10.8258	0.0260453	0.007463589	0.1034604	0.09009542	0.455643	0.114704	0.0328699	0.396783	0	0.109394	0.1207244	0.07204646
7220	-63.00318	-71.45745	8.454267	0.08014144	0.007095599	0.1513905	0.07519304	0.482411	0.255373	0.0226104	0.239605	0	0.156638	0.05967064	0.2362536
7230	-63.91154	-70.43067	6.519127	0.07941022	0.001399534	0.2191471	0.06741335	0.596529	0.216159	0.0038096	0.183503	0	0.1314488	0.06329821	0.3977796
7240	-57.84664	-67.89193	10.04528	0.02222472	0.0008122186	0.1510029	0.07796934	0.599196	0.0881901	0.00322297	0.309391	0	0.04106322	0.1386271	0.1755817
7250	-59.33918	-69.44738	10.1082	0.02911706	0.0009192105	0.06946991	0.03585864	0.513205	0.215101	0.00679062	0.264904	0	0.08162935	0.1594868	0.224509
7260	-57.45809	-69.84659	12.38849	0.01241664	0.002015858	0.03266317	0.02573381	0.448488	0.170489	0.0276792	0.353343	0	0.07369415	0.1757593	0.05067745
7270	-55.30886	-67.27119	11.96233	0.003344978	0.005859738	0.06423974	0.05691424	0.492792	0.0256598	0.0449509	0.436597	0	0.04407202	0.1824401	0.05870618
7280	-57.05377	-66.42534	9.371578	0.004300453	0.01261801	0.1332548	0.1004782	0.531634	0.0171571	0.0503409	0.400868	0	0.04285346	0.3174946	0.06365219
7290	-58.59594	-66.34172	7.74578	0.002895512	0.004057919	0.1383353	0.2819363	0.3238	0.00677749	0.00949832	0.659925	0	0.04282991	0.2981377	0.06903894
7300	-62.09684	-68.68904	6.592204	0.03179575	0.05099497	0.1514405	0.3287324	0.269006	0.0564792	0.0905831	0.583932	0	0.04705346	0.2940372	0.04853489
7310	-63.303	-70.17006	6.867054	0.06938919	0.02451363	0.4246276	0.09436564	0.692822	0.113215	0.0399964	0.153967	0	0.02123789	0.1168385	0.1741317
7320	-68.78875	-71.59732	2.808566	0.1522061	0.1303885	0.4454295	0.3395914	0.417219	0.142566	0.122131	0.318084	0	0.02374216	0.0979652	0.1416301
7330	-70.17333	-68.28391	-1.889427	0.1145577	0.007324159	0.8836935	0.2672022	0.694303	0.0900061	0.00575447	0.209936	0	0.01630503	0.2905316	0.221138
7340	-60.77681	-68.76642	7.989618	0.02368338	0.0329263	0.3266705	0.1517232	0.610595	0.0442677	0.0615441	0.283593	0	0.0248775	0.1774041	0.07556276
7350	-60.59599	-67.47077	6.874774	0.006210224	0.03265569	0.1799258	0.3673934	0.306944	0.0105943	0.0557088	0.626753	0	0.02860938	0.2757832	0.03375443
7360	-61.50861	-69.29155	7.782941	0.05164551	0.01214041	0.2542488	0.2423805	0.453679	0.0921558	0.0216633	0.432502	0	0.07206103	0.1144286	0.08661069
7370	-60.84906	-68.44629	7.597235	0.0441303	0.007120877	0.16909	0.1854212	0.416722	0.108759	0.0175494	0.45697	0	0.08140293	0.1739252	0.1909956
7380	-63.77187	-70.61339	6.841513	0.02063317	0.04626896	0.225268	0.1415447	0.519392	0.0475731	0.106681	0.326354	0	0.2055453	0.1744128	0.1139853
7390	-58.32103	-69.16225	10.84122	0.008183926	0.02195392	0.07441937	0.05136812	0.477276	0.0524862	0.140798	0.329441	0	0.06070072	0.1839586	0.1271031
7400	-57.8406	-70.11698	12.27638	0.01579207	0.008577841	0.09293648	0.08306488	0.463821	0.078814	0.0428097	0.414555	0	0.02881226	0.1200191	0.03496924
7410	-59.68005	-68.52136	8.841311	0.01985492	0.004123567	0.08228674	0.1418666	0.331625	0.0800176	0.0166185	0.571739	0	0.04600142	0.2174953	0.21605
7420	-57.69633	-68.28504	10.58872	0.01723388	0.009711873	0.1273165	0.1292576	0.449057	0.0607855	0.0342547	0.455903	0	0.03137699	0.1428325	0.09520875
7430	-60.01615	-67.65484	7.63869	0.003008501	0.01372077	0.3114644	0.09344067	0.738707	0.00713533	0.0325419	0.221615	0	0.03614266	0.2838835	0.1062802
7440	-58.67895	-67.76786	9.088912	0.003314276	0.008400966	0.06706643	0.07104303	0.447633	0.022121	0.056072	0.474174	0	0.150661	0.2906278	0.1118049
7450	-58.30647	-67.11584	8.809371	0.005693119	0.0008373063	0.1481967	0.2220156	0.393363	0.0151114	0.00222249	0.589303	0	0.08231768	0.1773771	0.09443506
7460	-56.85408	-67.51029	10.65621	0.0004335776	0.001633229	0.05841959	0.02462914	0.686356	0.00509399	0.0191884	0.289361	0	0.1012742	0.1397751	0.2200233
7470	-55.32525	-67.74809	12.42284	0.003018331	0.0006952755	0.04439879	0.02172485	0.635747	0.0432195	0.00995565	0.311078	0	0.0253649	0.1540091	0.1203147
7480	-57.39455	-68.72151	11.32696	0.001212766	0.00663131	0.03324319	0.02999186	0.467693	0.0170622	0.0932948	0.42195	0	0.0251379	0.1507611	0.2321359
7490	-61.7862	-70.9326	9.146408	0.003597218	0.009159672	0.02810851	0.06089996	0.276209	0.0353482	0.0900078	0.598435	0	0.1049901	0.12951	0.3609033
7500	-58.20956	-67.81072	9.60116	0.002274566	0.005041201	0.1248131	0.06788974	0.624007	0.0113718	0.0252037	0.339417	0	0.07719	0.114745	0.25974
7510	-60.73016	-71.42391	10.69375	0.01065818	0.005761919	0.186543	0.06676051	0.691608	0.0395152	0.0213623	0.247515	0	0.08810649	0.02304408	0.16156
7520	-63.67535	-71.04188	7.366529	0.08575757	0.00894336	0.2799632	0.01093723	0.726043	0.2224	0.0231933	0.0283641	0	0.1151032	0.04160766	0.3328445
7530	-62.04168	-68.32826	6.286585	0.01006828	0.007993447	0.398739	0.03014538	0.892141	0.0225268	0.0178846	0.0674475	0	0.05815409	0.1384409	0.33961
7540	-57.19067	-67.77459	10.58392	0.006492487	0.00479956	0.1194238	0.09592352	0.526933	0.0286468	0.0211771	0.423243	0	0.0246888	0.1413904	0.1606993
7550	-58.85093	-69.61101	10.76008	0.02351263	0.01323557	0.130623	0.07245065	0.544667	0.0980421	0.0551892	0.302102	0	0.04627892	0.08671615	0.1629846
7560	-63.20286	-74.82837	11.62551	0.02300099	0.01683677	0.1318338	0.05034884	0.593791	0.103599	0.0758344	0.226776	0	0.1116205	0.06464511	0.05097268
7570	-61.53582	-73.44707	11.91125	0.02863776	0.01871035	0.102235	0.06563181	0.475037	0.133066	0.086938	0.304959	0	0.07413919	0.08406962	0.04726039
7580	-62.13141	-71.64224	9.510832	0.02001329	0.00284033	0.1315837	0.1838581	0.388961	0.0591592	0.00839601	0.543484	0	0.1590924	0.06433212	0.09900652
7590	-60.40951	-70.27524	9.865729	0.02013094	0.005925386	0.04819686	0.1780994	0.19099	0.0797731	0.0234806	0.705756	0	0.1093932	0.138233	0.1252579
7600	-61.46557	-71.50458	10.03901	0.03325721	0.008137134	0.02119455	0.2408154	0.0698558	0.109614	0.0268194	0.793711	0	0.05479387	0.1392015	0.1105086
7610	-60.34816	-68.69437	8.346214	0.007180328	0.05013675	0.1275151	0.263177	0.284626	0.0160272	0.11191	0.587437	0	0.03178455	0.2141185	0.08327593
7620	-58.40457	-67.26278	8.858209	0.007754462	0.01464988	0.1051417	0.2247134	0.298478	0.0220135	0.0415883	0.63792	0	0.03485882	0.2691729	0.06969751
7630	-62.6393	-70.2796	7.640293	0.02823637	0.08691683	0.1590326	0.1950399	0.338926	0.0601765	0.185235	0.415663	0	0.04108246	0.1883205	0.1491516
7640	-59.35459	-68.21851	8.863918	0.02110478	0.01198045	0.2084651	0.1133545	0.587383	0.059466	0.0337568	0.319394	0	0.05190999	0.1133491	0.2052537
7650	-61.50058	-68.42322	6.922639	0.02782034	0.03993637	0.3254197	0.1277457	0.624699	0.0534059	0.0766648	0.24523	0	0.05289706	0.15002	0.1957064
7660	-62.22304	-70.98994	8.766909	0.08657129	0.01553587	0.1031681	0.1755885	0.270879	0.227303	0.0407911	0.461027	0	0.042086	0.1981397	0.1140292
7670	-64.02429	-68.98988	4.965587	0.02012519	0.1022054	0.3104829	0.238326	0.462621	0.0299866	0.152286	0.355106	0	0.06133912	0.1845173	0.1982549
7680	-67.40325	-70.33337	2.930127	0.06864946	0.08414279	0.4842212	0.1832825	0.590301	0.0836886	0.102576	0.223435	0	0.1608788	0.08175022	0.2558719
7690	-59.61945	-68.06298	8.443527	0.009788803	0.02894133	0.2484903	0.1289706	0.597058	0.02352	0.0695386	0.309883	0	0.05575464	0.1508685	0.1446426
7700	-64.35681	-70.33945	5.982643	0.004798548	0.009572442	0.545266	0.154779	0.763233	0.00671674	0.013399	0.216651	0	0.09827245	0.08476395	0.1160928
7710	-62.79388	-67.57011	4.776227	0.01584001	0.01468684	0.3399869	0.208166	0.587522	0.0273727	0.0253799	0.359726	0	0.09752978	0.1796057	0.2783717
7720	-60.93342	-69.25777	8.324355	0.04412188	0.01641946	0.2656698	0.1754657	0.529564	0.0879488	0.0327292	0.349758	0	0.01594192	0.1166393	0.145116
7730	-61.03339	-67.18775	6.154362	0.005819201	0.05705739	0.2417402	0.2868219	0.408732	0.00983906	0.0964722	0.484956	0	0.02254537	0.3079845	0.0744047
7740	-61.91218	-66.67305	4.760874	0.02846497	0.02350812	0.3957166	0.2715361	0.550198	0.0395772	0.0326853	0.377539	0	0.06276562	0.2689234	0.08480736
7750	-61.80199	-69.19189	7.389899	0.05245037	0.04394532	0.1752542	0.2854422	0.314588	0.0941503	0.0788834	0.512379	0	0.0428673	0.198891	0.07396935
7760	-61.43761	-70.63501	9.197405	0.01610494	0.07204658	0.1092588	0.1975585	0.276626	0.0407752	0.182411	0.500188	0	0.02737081	0.1835429	0.08618662
7770	-63.04257	-70.32111	7.278541	0.07946082	0.02650945	0.351779	0.1074268	0.622424	0.140595	0.0469048	0.190077	0	0.05422888	0.1427433	0.1218073
7780	-62.44715	-69.15645	6.709298	0.02434106	0.01783267	0.1009018	0.2882234	0.233949	0.0564366	0.0413464	0.668268	0	0.0327463	0.2511271	0.2257075
7790	-60.26081	-67.51523	7.254415	0.01044775	0.01877827	0.2275472	0.09700395	0.643194	0.029532	0.0530794	0.274195	0	0.08587886	0.301068	0.1456441
7800	-59.30757	-67.96892	8.661355	0.02340906	0.01093977	0.2162608	0.0821384	0.649924	0.0703507	0.032877	0.246849	0	0.06403223	0.1598916	0.1890021
7810	-61.57836	-68.41887	6.840514	0.04331004	0.009057093	0.1765103	0.3316941	0.314876	0.0772605	0.0161569	0.591707	0	0.06344968	0.1782504	0.1254866
7820	-58.73052	-67.94285	9.21233	0.01361219	0.01637033	0.1630372	0.2075941	0.406968	0.0339783	0.0408631	0.51819	0	0.0333195	0.156477	0.1001663
7830	-59.38294	-67.86654	8.483595	0.00215616	0.02584217	0.2528496	0.1376615	0.604167	0.005152	0.0617481	0.328933	0	0.02432884	0.2989328	0.02167905
7840	-60.13022	-67.24383	7.113616	0.002951446	0.02227478	0.1599388	0.3024983	0.32797	0.00605222	0.0456766	0.620301	0	0.02162039	0.3619206	0.02924362
7850	-60.84796	-69.99213	9.144174	0.0410131	0.01605462	0.2366474	0.1059054	0.59218	0.10263	0.0401747	0.265015	0	0.01004318	0.247489	0.0402395
7860	-59.37586	-67.83942	8.463564	0.02552919	0.007142851	0.2492065	0.2626995	0.457614	0.0468788	0.0131163	0.482391	0	0.0194719	0.1575301	0.04387317
7870	-58.5458	-67.88582	9.340025	0.02113984	0.004912845	0.1430571	0.1093087	0.51382	0.0759283	0.0176455	0.392606	0	0.09507534	0.2828765	0.02143679
7880	-58.04243	-69.26714	11.22472	0.009142407	0.01985704	0.08774949	0.08225417	0.440945	0.045941	0.0997826	0.413331	0	0.07638138	0.1857355	0.02821794
7890	-57.26289	-67.4779	10.21501	0.0004947729	0.02021224	0.1081475	0.06868164	0.547482	0.00250472	0.102322	0.347691	0	0.02757286	0.2318063	0.133393
7900	-57.32463	-66.2962	8.971561	0.0003733291	0.002640501	0.1997076	0.2106199	0.483154	0.000903198	0.00638819	0.509554	0	0.02199986	0.1925296	0.08678261
7910	-55.46784	-66.6072	11.13936	0.001736789	0.003795807	0.09819236	0.06676469	0.575943	0.0101871	0.0222641	0.391606	0	0.02816079	0.2762374	0.02298591
7920	-58.28676	-66.1703	7.883537	0.00174623	0.009509273	0.1993078	0.2765857	0.409131	0.00358459	0.0195203	0.567764	0	0.02029158	0.2824083	0.03360703
7930	-55.31602	-65.88548	10.56946	0.0003978637	0.004679394	0.09477765	0.08497649	0.512779	0.00215258	0.0253171	0.459751	0	0.02117828	0.2822788	0.06657472
7940	-58.58892	-68.73849	10.14957	0.0003079801	0.005660416	0.02156647	0.05706529	0.254922	0.00364042	0.0669079	0.674529	0	0.006653788	0.3871314	0.1184677
7950	-58.89607	-66.68588	7.789807	0.0005992804	0.00538282	0.262623	0.1295601	0.659583	0.0015051	0.0135191	0.325393	0	0.01211233	0.3065307	0.1160206
7960	-56.46368	-66.59017	10.12649	0.002870733	0.007700991	0.1483965	0.1408658	0.494929	0.00957441	0.0256842	0.469813	0	0.02278469	0.1962004	0.08034192
7970	-60.26412	-67.13612	6.871998	0.001568228	0.03472935	0.2689039	0.1410838	0.602538	0.00351396	0.0778187	0.316129	0	0.02750033	0.3186783	0.1321459
7980	-60.57057	-67.10915	6.538584	0.004698053	0.01127015	0.179999	0.132044	0.548759	0.0143228	0.0343591	0.402559	0	0.0899258	0.4867774	0.05323689
7990	-55.71221	-66.55071	10.8385	0.002933017	0.006074671	0.09653226	0.1129521	0.441811	0.0134239	0.0278027	0.516962	0	0.03716022	0.2020852	0.07022164
8000	-60.05761	-67.27504	7.217433	0.001800222	0.009803266	0.1347208	0.3021744	0.300382	0.00401388	0.021858	0.673746	0	0.1074674	0.2847147	0.04938548
8010	-58.41531	-67.89488	9.47957	0.002465101	0.01006066	0.115935	0.1731444	0.384393	0.00817327	0.033357	0.574077	0	0.1160654	0.1813147	0.06486735
8020	-57.73514	-68.85887	11.12373	0.00314496	0.007814951	0.06295081	0.1415791	0.292129	0.0145945	0.036266	0.657011	0	0.05830839	0.1395132	0.08612492
8030	-58.73825	-68.19455	9.456304	0.0009720248	0.005115858	0.01714208	0.2009722	0.0764581	0.00433548	0.0228181	0.896388	0	0.08475336	0.2929356	0.06428802
8040	-55.88394	-67.30589	11.42195	0.00462071	0.003036828	0.08248838	0.06876469	0.519087	0.0290774	0.0191103	0.432726	0	0.0358688	0.1536784	0.1211571
